mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1,pred_prob_class0,pred_prob_class1,pred_prob_std_class0,pred_prob_std_class1
-3.928668,-1.7782494,1,1,8.254583,6.6848373,0.18964946,0.81035054,0.2181245,0.2181245
-4.3000975,-1.7778376,1,1,8.2647505,6.6849437,0.13093895,0.8690612,0.19897977,0.19897977
-5.341903,-1.7778376,1,1,7.5961323,6.6849437,0.08489279,0.9151072,0.15320271,0.15320271
-5.2538247,-1.7778376,1,1,8.417384,6.6849437,0.106825344,0.89317465,0.17509738,0.17509738
-4.984498,-1.7778376,1,1,7.514641,6.6836967,0.099445865,0.9005542,0.14623693,0.14623693
-6.083904,-1.7778376,1,1,8.394537,6.6839933,0.07553513,0.92446494,0.13873178,0.13873178
-5.6549582,-1.7778376,1,1,8.601212,6.6849437,0.08577388,0.9142262,0.15081272,0.15081272
-3.2430623,-1.77853,1,1,8.433271,6.6869617,0.28750437,0.7124956,0.2747832,0.2747832
-5.3448515,-1.7778376,1,1,7.965888,6.683103,0.08088032,0.91911966,0.14149264,0.14149264
-4.7912297,-1.7778376,1,1,8.95252,6.683103,0.13119733,0.86880267,0.18699658,0.18699656
-4.6034107,-1.7778376,1,1,8.266412,6.6842313,0.14761515,0.8523848,0.2036745,0.2036745
-5.478158,-1.7778376,1,1,8.7031555,6.684825,0.11663595,0.8833641,0.20304477,0.20304477
-2.864995,-1.7778376,1,1,8.024615,6.6848845,0.33443117,0.6655688,0.29908413,0.29908413
-4.904622,-1.7778376,1,1,8.913494,6.6833997,0.12127653,0.8787235,0.19167428,0.19167428
-4.972664,-1.7778376,1,1,8.901391,6.682272,0.1389273,0.8610727,0.21769257,0.21769257
-5.1135225,-1.7778376,1,1,8.465902,6.683875,0.13548374,0.86451626,0.19836283,0.19836283
-5.4097085,-1.7778376,1,1,7.767066,6.6833405,0.08940835,0.91059166,0.1416667,0.1416667
-4.929858,-1.7778376,1,1,8.501503,6.683875,0.14131336,0.8586867,0.19750847,0.19750847
-5.894058,-1.77795,1,1,8.136633,6.684025,0.07252483,0.9274752,0.13833791,0.13833791
-3.8180132,-1.7778376,1,1,8.704681,6.6833997,0.24105375,0.75894624,0.27827477,0.27827477
-5.1526527,-1.7778376,1,1,8.632816,6.6849437,0.1260156,0.8739844,0.1964284,0.1964284
-5.4085455,-1.7778376,1,1,8.47423,6.6836967,0.0906997,0.9093003,0.14535345,0.14535345
-5.865182,-1.7778376,1,1,8.4207945,6.6849437,0.058353603,0.94164646,0.115306534,0.115306534
-5.3759427,-1.7778376,1,1,7.7088695,6.683875,0.07844074,0.9215593,0.1427512,0.1427512
